Contributor/Author,Date Accessioned,Date Available,Date Issued,Link,Publisher,Rights,Subjects,Title,Filename,FileSize,Category,Language
Aiyyan'gaara Ech Sheshha,2010-08-10T10:17:53Z,2010-08-10T10:17:53Z,1950/02/16,http://oudl_osmania_ac_in/handle/OUDL/4531,Ech Sheshha Aiyyan'gaara,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Rattamaatam,200592_OU_Rattamaatam.pdf,11.56Mb,Publications,Kannada
Puraand-ika Krxshhnd-amuurti,2010-08-10T10:44:26Z,2010-08-10T10:44:26Z,1955/00/00,http://oudl_osmania_ac_in/handle/OUDL/4774,Sudarshana Prakaashana,IN_COPYRIGHT,GENERALITIES,Jiivanaada,200804_OU_Jiivanaada.pdf,3.140Mb,Publications,Kannada
Shreikan't'hayya Tii Nan',2010-08-10T10:17:54Z,2010-08-10T10:17:54Z,1946/02/17,http://oudl_osmania_ac_in/handle/OUDL/4532,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Nan'biyand-nd-ana Ragal'e 1,200615_OU_Nan'biyand-nd-ana_Ragal'e_1.pdf,10.23Mb,Publications,Kannada
Diikshhita Chidan'bara,2010-08-10T10:44:36Z,2010-08-10T10:44:36Z,1953/00/00,http://oudl_osmania_ac_in/handle/OUDL/4792,Pratibhaa Gran'tha Maale,IN_COPYRIGHT,GENERALITIES,Sereyaal'u,200799_OU_Sereyaal'u.pdf,4.735Mb,Publications,Kannada
Shreikan't'hayya Bi En',2010-08-10T10:17:54Z,2010-08-10T10:17:54Z,1934/02/16,http://oudl_osmania_ac_in/handle/OUDL/4533,Kiriyara Prapan'cha,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Kaavyasaamraajya 5,200546_OU_Kaavyasaamraajya_5.pdf,4.568Mb,Publications,Kannada
Raav Ech Pi Ven'kat'a,2010-08-10T10:44:27Z,2010-08-10T10:44:27Z,1953/00/00,http://oudl_osmania_ac_in/handle/OUDL/4775,Karnd-aat'aka Saahitya Man'dira,IN_COPYRIGHT,RELIGION;THEOLOGY,Rxgveida San'hitaa Bhaaga 24,200837_OU_Rxgveida_San'hitaa_Bhaaga_24.pdf,61.98Mb,Publications,Kannada
Karnd-aat'aka Saahitya Parishhattu,2010-08-10T10:17:55Z,2010-08-10T10:17:55Z,1915/02/16,http://oudl_osmania_ac_in/handle/OUDL/4534,Karnd-aat'aka Saahitya Parishhattu,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Kannad'ada Baavut'a,200568_OU_Kannad'ada_Baavut'a.pdf,22.62Mb,Publications,Kannada
Narasin'haachaara Es Ji,2010-08-10T10:17:55Z,2010-08-10T10:17:55Z,1906/02/16,http://oudl_osmania_ac_in/handle/OUDL/4535,Ji T'i Vi,OUT_OF_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Nal'a Chatitre,200550_OU_Nal'a_Chatitre.pdf,6.397Mb,Publications,Kannada
Jookti Chaamaraa,2010-08-10T10:44:28Z,2010-08-10T10:44:28Z,1895/00/00,http://oudl_osmania_ac_in/handle/OUDL/4776,Chaamun'd'eishvarii Pres,OUT_OF_COPYRIGHT,SOCIAL SCIENCES,Kannad'a Raamaayand-a Kishhkin'dhaa  Kaan'd'aa,200774_OU_Kanna ... shhkin'dhaa__Kaan'd'aa.pdf,15.74Mb,Publications,Kannada
Hard'ekara Em Madhulin'gappa,2010-08-10T10:17:56Z,2010-08-10T10:17:56Z,1938/02/16,http://oudl_osmania_ac_in/handle/OUDL/4536,Lin'gaayata Vidyaabhivrxddhi San'stheya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Prabhulin'galiile,200574_OU_Prabhulin'galiile.pdf,28.12Mb,Publications,Kannada
Kun'dan'gaara Ke Ji,2010-08-10T10:17:57Z,2010-08-10T10:17:57Z,1936/02/16,http://oudl_osmania_ac_in/handle/OUDL/4537,Saatappaa Phad'eppaa Chaugule Bil'agaan'vi,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Raamaayand-an' Puurva Bhaaga,200569_OU_Raamaayand-an'_Puurva_Bhaaga.pdf,15.17Mb,Publications,Kannada
Narasin'haachaara Pu Ti,2010-08-10T10:44:28Z,2010-08-10T10:44:28Z,1947/00/00,http://oudl_osmania_ac_in/handle/OUDL/4777,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES,Gand-eisha Darshana 54,200761_OU_Gand-eisha_Darshana_54.pdf,4.825Mb,Publications,Kannada
Kuven'pu,2010-08-10T10:17:58Z,2010-08-10T10:17:58Z,1947/02/17,http://oudl_osmania_ac_in/handle/OUDL/4539,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Shhood'ashi 58,200652_OU_Shhood'ashi_58.pdf,2.247Mb,Publications,Kannada
Maanvi Narasin'haraav,2010-08-10T10:44:29Z,2010-08-10T10:44:29Z,1955/00/00,http://oudl_osmania_ac_in/handle/OUDL/4778,Kannad'a Saahitya Parishhattu,IN_COPYRIGHT,GENERALITIES,Padyaratnaakara 3,200816_OU_Padyaratnaakara_3.pdf,25.42Mb,Publications,Kannada
Manmadhva Siddhaan'ta Gran'thaalaya,2010-08-10T10:44:37Z,2010-08-10T10:44:37Z,1925/00/00,http://oudl_osmania_ac_in/handle/OUDL/4793,Manmadhva Siddhaan'ta Gran'thaalaya,IN_COPYRIGHT,GENERALITIES,Shreikrxshhnd-a Paarijaatavu Prathamaavrxtti,200747_OU_Shrei ... aatavu_Prathamaavrxtti.pdf,7.892Mb,Publications,Kannada
Raav Ech Pi Ven'kat'a,2010-08-10T10:44:30Z,2010-08-10T10:44:30Z,1952/00/00,http://oudl_osmania_ac_in/handle/OUDL/4779,Karnd-aat'aka Saahitya Man'dira,IN_COPYRIGHT,RELIGION;THEOLOGY,Rxgveida San'hitaa Bhaaga 18,200832_OU_Rxgveida_San'hitaa_Bhaaga_18.pdf,53.17Mb,Publications,Kannada
Vai Goovin'da,2010-08-10T10:18:00Z,2010-08-10T10:18:00Z,1930/02/17,http://oudl_osmania_ac_in/handle/OUDL/4542,Satyashoodhanaa Pustaka Bhan'd'aara,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Gil'ivin'd'u,200617_OU_Gil'ivin'd'u.pdf,4.310Mb,Publications,Kannada
Vinaayaka,2010-08-10T10:18:00Z,2010-08-10T10:18:00Z,1937/02/16,http://oudl_osmania_ac_in/handle/OUDL/4543,Manoohara Gran'tha Prakaashana,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Payand-a 4,200577_OU_Payand-a_4.pdf,4.893Mb,Publications,Kannada
Basavaaraadhya En,2010-08-10T10:44:31Z,2010-08-10T10:44:31Z,1954/00/00,http://oudl_osmania_ac_in/handle/OUDL/4780,San'sthaanada Vayaskara Shikshhand-a Samiti,IN_COPYRIGHT,GENERALITIES,Harishchan'dra Saan'gatya,200787_OU_Harishchan'dra_Saan'gatya.pdf,4.227Mb,Publications,Kannada
Raaja Chaun'd'a,2010-08-10T10:18:01Z,2010-08-10T10:18:01Z,1952/02/17,http://oudl_osmania_ac_in/handle/OUDL/4545,Joyis Es En Krxshhnd-a,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Nal'achan'pu,200637_OU_Nal'achan'pu.pdf,13.35Mb,Publications,Kannada
And-nd-aaraaya Mirji,2010-08-10T10:44:31Z,2010-08-10T10:44:31Z,1951/00/00,http://oudl_osmania_ac_in/handle/OUDL/4781,Shaan'ti Seivaa Sadana,IN_COPYRIGHT,GENERALITIES,Shoobhana San'dhigal'u,200802_OU_Shoobhana_San'dhigal'u.pdf,8.106Mb,Publications,Kannada
Raamaanujayyan'gaara Yan' Aa,2010-08-10T10:18:01Z,2010-08-10T10:18:01Z,1908/02/16,http://oudl_osmania_ac_in/handle/OUDL/4546,Ji T'i E Pressinalli,OUT_OF_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Kavisamayan' Prathama Bhaaga,200517_OU_Kavisamayan'_Prathama_Bhaaga.pdf,11.94Mb,Publications,Kannada
Sakkari Baal'aachaarya,2010-08-10T10:18:02Z,2010-08-10T10:18:02Z,1919/02/16,http://oudl_osmania_ac_in/handle/OUDL/4547,Ven'kat'eisha Bhiimaraava Aluura,OUT_OF_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Shrei Vidyaarand-ya Charitre,200588_OU_Shrei_Vidyaarand-ya_Charitre.pdf,1.543Mb,Publications,Kannada
Kulakarand-i En Aaraa,2010-08-10T10:44:32Z,2010-08-10T10:44:32Z,1936/00/00,http://oudl_osmania_ac_in/handle/OUDL/4782,Shreishivaanan'da Man'dira,IN_COPYRIGHT,RELIGION;THEOLOGY,Naishhkarmyasiddha,200798_OU_Naishhkarmyasiddha.pdf,41.61Mb,Publications,Kannada
Raav Ech Pi Ven'kat'a,2010-08-10T10:44:38Z,2010-08-10T10:44:38Z,1954/00/00,http://oudl_osmania_ac_in/handle/OUDL/4794,Karnd-aat'aka Saahitya Man'dira,IN_COPYRIGHT,RELIGION;THEOLOGY,Rxgveida San'hitaa Bhaaga 27,200743_OU_Rxgveida_San'hitaa_Bhaaga_27.pdf,81.27Mb,Publications,Kannada
Hitaishhind-i Ti,2010-08-10T10:18:02Z,2010-08-10T10:18:02Z,1924/02/16,http://oudl_osmania_ac_in/handle/OUDL/4549,Ti Hitaishhind-i,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Shreinivaasa San'kiirtanan' 6,200575_OU_Shreinivaasa_San'kiirtanan'_6.pdf,4.569Mb,Publications,Kannada
Gookaaka Vi Krx,2010-08-10T10:44:32Z,2010-08-10T10:44:32Z,1955/00/00,http://oudl_osmania_ac_in/handle/OUDL/4783,Bhaalachan'dra Ven'kat'eisha Phaand-eikara,IN_COPYRIGHT,GENERALITIES,Navyadhvani,200791_OU_Navyadhvani.pdf,5.169Mb,Publications,Kannada
Subbaraayaasujanin'da Ech Vi,2010-08-10T10:07:19Z,2010-08-10T10:07:19Z,1931//,http://oudl_osmania_ac_in/handle/OUDL/4330,Karnd-aat'aka Buk D'ipoo,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Svalpa Nagabaaradei,200338_OU_Svalpa_Nagabaaradei.pdf,6.593Mb,Publications,Kannada
Subrahmand-ya Shaasatrii Moot'agaanahal'l'i,2010-08-10T11:02:48Z,2010-08-10T11:02:48Z,1928//,http://oudl_osmania_ac_in/handle/OUDL/4862,Moot'agaanahal'l'i Subrahmand-ya Shaasatrii,IN_COPYRIGHT,SOCIAL SCIENCES,Skaan'damahaapuraand-an' Maheishvara Khan'd'ada,202004_OU_Skaan ... Maheishvara_Khan'd'ada.pdf,18.96Mb,Publications,Kannada
Subrahmand-ya Shaasatrii Moot'agaanahal'l'i,2010-08-10T11:02:52Z,2010-08-10T11:02:52Z,1946//,http://oudl_osmania_ac_in/handle/OUDL/4866,Moot'agaanahal'l'i Subrahmand-ya Shaasatrii,IN_COPYRIGHT,SOCIAL SCIENCES,Shrei Skaan'damahaapuraand-an' Vaishhnd-avakhan'd'a 3 4,202014_OU_Shrei ... ishhnd-avakhan'd'a_3_4.pdf,34.57Mb,Publications,Kannada
Narasin'haachaaraa Es Ji,2010-08-10T10:18:20Z,2010-08-10T10:18:20Z,1901/02/17,http://oudl_osmania_ac_in/handle/OUDL/4579,St'aara Pressinalli,OUT_OF_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Chikkadeivein'dra Van'shaaval'i,200624_OU_Chikkadeivein'dra_Van'shaaval'i.pdf,2.306Mb,Publications,Kannada
Raav En' Vi Krxshhnd-a,2010-08-10T11:15:53Z,2010-08-10T11:15:53Z,1955/00/00,http://oudl_osmania_ac_in/handle/OUDL/4958,Maisuuru Vishva Vidyaanilaya,IN_COPYRIGHT,SOCIAL SCIENCES,Prajaa Sarkaara Gran'tha 35,202138_OU_Prajaa_Sarkaara_Gran'tha_35.pdf,27.17Mb,Publications,Kannada
Raamaanujayyan'gaara Man' Aa,2010-08-10T10:18:21Z,2010-08-10T10:18:21Z,1913/02/16,http://oudl_osmania_ac_in/handle/OUDL/4580,Man' Aa Raamaanujayyan'gaara,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Moohanataran'gind-i Shreikrxshhnd-a Charitre 42,200559_OU_Mooha ... krxshhnd-a_Charitre_42.pdf,18.75Mb,Publications,Kannada
Shan'kararaaya Jooshi,2010-08-10T11:15:54Z,2010-08-10T11:15:54Z,1953/00/00,http://oudl_osmania_ac_in/handle/OUDL/4959,Jooshi Shan'kararaaya,IN_COPYRIGHT,SOCIAL SCIENCES,Mum'bayi Sarakaarada,202139_OU_Graam ... yade_Dvitiiya_Aavrxtti.pdf,21.66Mb,Publications,Kannada
Vinaayaka,2010-08-10T11:16:04Z,2010-08-10T11:16:04Z,1953/00/00,http://oudl_osmania_ac_in/handle/OUDL/4969,Manoohara Gran'tha Prakaashana Samiti,IN_COPYRIGHT,GENERALITIES,Baal'a Deiguladalli,202068_OU_Baal'a_Deiguladalli.pdf,13.43Mb,Publications,Kannada
Al'asingaraachaarya Deivashikhaamand-i,2010-08-10T11:15:55Z,2010-08-10T11:15:55Z,1934/00/00,http://oudl_osmania_ac_in/handle/OUDL/4960,Karnd-aat'aka D'epoo,IN_COPYRIGHT,SOCIAL SCIENCES,Shrei Mahaabhaaratavu Shalyaparvavu,202087_OU_Shrei_Mahaabhaaratavu_Shalyaparvavu.pdf,42.22Mb,Publications,Kannada
Al'asin'garaachaarya Deivashikhaamand-i,2010-08-10T11:15:56Z,2010-08-10T11:15:56Z,1932/00/00,http://oudl_osmania_ac_in/handle/OUDL/4961,Karnd-aat'aka D'epoo,IN_COPYRIGHT,SOCIAL SCIENCES,Shrei Mahaabhaaratavu Aadiparvavu Prathama Bhaaga,202123_OU_Shrei ... arvavu_Prathama_Bhaaga.pdf,30.15Mb,Publications,Kannada
Krxshhnd-a Shaasatrii E Aaraa,2010-08-10T11:15:57Z,2010-08-10T11:15:57Z,1951/00/00,http://oudl_osmania_ac_in/handle/OUDL/4962,Ta Su Van' Smaaraka Gran'thamaale,IN_COPYRIGHT,GENERALITIES,Aanan'davardhanana Kaavyamiimaan'se,202071_OU_Aanan'davardhanana_Kaavyamiimaan'se.pdf,26.63Mb,Publications,Kannada
Siddalin'gayya En',2010-08-10T11:15:58Z,2010-08-10T11:15:58Z,1948/00/00,http://oudl_osmania_ac_in/handle/OUDL/4963,Es Es En Pustaka Prakat'anaalaya,IN_COPYRIGHT,SOCIAL SCIENCES,Shikshhand-a Tatvadarshana,202067_OU_Shikshhand-a_Tatvadarshana.pdf,51.52Mb,Publications,Kannada
Mitraman'd'al'i,2010-08-10T11:16:04Z,2010-08-10T11:16:04Z,1934/00/00,http://oudl_osmania_ac_in/handle/OUDL/4970,Sarasvatii Prin't'in'g Pres,IN_COPYRIGHT,GENERALITIES,San'saara,202116_OU_San'saara.pdf,7.868Mb,Publications,Kannada
Kal'an'kadeiva Bhat't'aa,2010-08-10T11:16:00Z,2010-08-10T11:16:00Z,1941/00/00,http://oudl_osmania_ac_in/handle/OUDL/4964,Karnaat'aka Vidyaa Vardhaka San'gha,IN_COPYRIGHT,LANGUAGE;LINGUISTICS;LITERATURE,Karnd-aat'aka Shabdaanushaasana Prakaashike,202101_OU_Karnd ... nushaasana_Prakaashike.pdf,61.46Mb,Publications,Kannada
Shreinivaasaiyyan'gaara Ke Aaraa,2010-08-10T11:16:01Z,2010-08-10T11:16:01Z,1941/00/00,http://oudl_osmania_ac_in/handle/OUDL/4965,Maisuuru Vishvavidyaanilaya,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Giikara Tatvashaasatra Saarasan'graha,202075_OU_Giika ... aasatra_Saarasan'graha.pdf,34.88Mb,Publications,Kannada
Raamaraav,2010-08-10T11:16:10Z,2010-08-10T11:16:10Z,1941/00/00,http://oudl_osmania_ac_in/handle/OUDL/4978,Maisuuru Vishva Vidyaanilaya,IN_COPYRIGHT,LANGUAGE;LINGUISTICS;LITERATURE,Puraand-anaamachuud'aamand-i,202090_OU_Puraand-anaamachuud'aamand-i.pdf,56.13Mb,Publications,Kannada
Aiyyan'gaara Ech Seha,2010-08-10T11:16:01Z,2010-08-10T11:16:01Z,1955/00/00,http://oudl_osmania_ac_in/handle/OUDL/4966,Da Gaurnamen't' Aaph Madraas,IN_COPYRIGHT,GENERALITIES,Jiivasan'boodhanan' 148,202073_OU_Jiivasan'boodhanan'_148.pdf,25.14Mb,Publications,Kannada
Sharma Subbaraaya,2010-08-10T11:16:05Z,2010-08-10T11:16:05Z,1936/00/00,http://oudl_osmania_ac_in/handle/OUDL/4971,Raadhaa Pressinalli,IN_COPYRIGHT,RELIGION;THEOLOGY,San'dhyaavan'daneya Tatpaartha,202137_OU_San'dhyaavan'daneya_Tatpaartha.pdf,26.96Mb,Publications,Kannada
Vadaayara Chekadeivaaraaja,2010-08-10T11:24:40Z,2010-08-10T11:24:40Z,1949/00/00,http://oudl_osmania_ac_in/handle/OUDL/5044,Raa Tirund-aarand-a Ayyan'gaara,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Chika Devaaraaja Bennappa,202221_OU_Chika_Devaaraaja_Bennappa.pdf,19.18Mb,Publications,Kannada
Al'asingaraachaarya Deivashikhaamand-i,2010-08-10T11:16:05Z,2010-08-10T11:16:05Z,1935/00/00,http://oudl_osmania_ac_in/handle/OUDL/4972,Karnd-aat'aka D'epoo,IN_COPYRIGHT,SOCIAL SCIENCES,Shrei Mahaabhaaratavu Ashramavaasika Parvavu,202118_OU_Shrei ... Ashramavaasika_Parvavu.pdf,13.51Mb,Publications,Kannada
Gaan'dhi Mahaatma,2010-08-10T11:16:06Z,2010-08-10T11:16:06Z,1941/00/00,http://oudl_osmania_ac_in/handle/OUDL/4973,Kaayvaalaya Prakaashakaru,IN_COPYRIGHT,SOCIAL SCIENCES,Dakshhind-a Aaphrikadalli Satyaagraha Bhaaga 1,202129_OU_Daksh ... i_Satyaagraha_Bhaaga_1.pdf,12.64Mb,Publications,Kannada
Jooshhi Krxshhnd-aachaarya,2010-08-10T11:16:11Z,2010-08-10T11:16:11Z,1946/00/00,http://oudl_osmania_ac_in/handle/OUDL/4979,Raajakiiya Gran'tha Prakaashana Samiti,IN_COPYRIGHT,SOCIAL SCIENCES,Nad'ugaala Prabhutva,202107_OU_Nad'ugaala_Prabhutva.pdf,4.977Mb,Publications,Kannada
Vaasudeivaachaarya Dod'd'a,2010-08-10T11:16:07Z,2010-08-10T11:16:07Z,1947/00/00,http://oudl_osmania_ac_in/handle/OUDL/4974,Dod'd'a Vaasudeivaachaarya,IN_COPYRIGHT,SOCIAL SCIENCES,Naaradiiya Mahaapuraand-a Bhaaga 4,202103_OU_Naaradiiya_Mahaapuraand-a_Bhaaga_4.pdf,25.77Mb,Publications,Kannada
Siitaaraamashaasatri,2010-08-10T11:16:07Z,2010-08-10T11:16:07Z,1912/00/00,http://oudl_osmania_ac_in/handle/OUDL/4975,Siitaaraamashaasatri,OUT_OF_COPYRIGHT,SOCIAL SCIENCES,Bhaaratoopaakhyaana Taran'gind-i Prathama Kalloola,202120_OU_Bhaar ... nd-i_Prathama_Kalloola.pdf,10.59Mb,Publications,Kannada
Van'shi Naaraayand-a,2010-08-10T11:16:08Z,2010-08-10T11:16:08Z,1937/00/00,http://oudl_osmania_ac_in/handle/OUDL/4976,Van'shi Naaraayand-a,IN_COPYRIGHT,RELIGION;THEOLOGY,Shrei Madanuvyaakhyaanavu Aidaneya Adhyaaya,202133_OU_Shrei ... navu_Aidaneya_Adhyaaya.pdf,23.21Mb,Publications,Kannada
Malland-nd-a Gubbi,2010-08-10T11:24:42Z,2010-08-10T11:24:42Z,1948/00/00,http://oudl_osmania_ac_in/handle/OUDL/5046,Ma Ni Pra Mrxtyun'jaya Svaami,IN_COPYRIGHT,RELIGION;THEOLOGY,Gand-abhaashhita Ratnamaale,202170_OU_Gand-abhaashhita_Ratnamaale.pdf,37.48Mb,Publications,Kannada
Subrahmand-ya Shaasatrii Moot'agaanahal'l'i,2010-08-10T11:16:09Z,2010-08-10T11:16:09Z,1948/00/00,http://oudl_osmania_ac_in/handle/OUDL/4977,Moot'agaanahal'l'i Subrahmand-ya Shaasatrii,IN_COPYRIGHT,SOCIAL SCIENCES,Shrei Skaan'damahaapuraand-an' Kaashiikhan'd'a 4 Uttara Bhaaga,202063_OU_Shrei ... an'd'a_4_Uttara_Bhaaga.pdf,41.04Mb,Publications,Kannada
Jooshi Tan' Baa,2010-08-10T11:16:11Z,2010-08-10T11:16:11Z,1949/00/00,http://oudl_osmania_ac_in/handle/OUDL/4980,Bi Ji Avadhaani,IN_COPYRIGHT,SOCIAL SCIENCES,Samaaja Darshana,202110_OU_Samaaja_Darshana.pdf,9.409Mb,Publications,Kannada
Sharmand-aa Pi Ven'kat'araav,2010-08-10T11:24:38Z,2010-08-10T11:24:38Z,1948/00/00,http://oudl_osmania_ac_in/handle/OUDL/5040,Pi Ven'kat'araav  Sharmand-aa,IN_COPYRIGHT,RELIGION;THEOLOGY,Mahaapuujaakalpa,202205_OU_Mahaapuujaakalpa.pdf,28.62Mb,Publications,Kannada
Muurtiraav En',2010-08-10T11:24:38Z,2010-08-10T11:24:38Z,1955/00/00,http://oudl_osmania_ac_in/handle/OUDL/5041,En' Muurtiraav,IN_COPYRIGHT,RELIGION;THEOLOGY,Shreirma Mahaabhaarata Taatparya Nirnd-aya 2,202198_OU_Shrei ... _Taatparya_Nirnd-aya_2.pdf,21.89Mb,Publications,Kannada
Madhurachenna,2010-08-10T11:24:41Z,2010-08-10T11:24:41Z,1938/00/00,http://oudl_osmania_ac_in/handle/OUDL/5045,Bi D'i Akki,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Puurnd-ayooga,202222_OU_Puurnd-ayooga.pdf,9.105Mb,Publications,Kannada
Raamanujayyan'gaara Ma A,2010-08-10T11:24:39Z,2010-08-10T11:24:39Z,1908/00/00,http://oudl_osmania_ac_in/handle/OUDL/5042,St'aara Pressinalli,OUT_OF_COPYRIGHT,RELIGION;THEOLOGY,Mahaaviirana Maatukate 15,202210_OU_Mahaaviirana_Maatukate_15.pdf,15.99Mb,Publications,Kannada
Naaraayand-a,2010-08-10T11:24:40Z,2010-08-10T11:24:40Z,1954/00/00,http://oudl_osmania_ac_in/handle/OUDL/5043,Vichaara Saahitya Limit'ed',IN_COPYRIGHT,RELIGION;THEOLOGY,Giiteyalli Vinide On'danei Bhaaga,202213_OU_Giiteyalli_Vinide_On'danei_Bhaaga.pdf,19.84Mb,Publications,Kannada
Karpuura Raamachan'dra Tryan'baka,2010-08-10T11:24:12Z,2010-08-10T11:24:12Z,1955/00/00,http://oudl_osmania_ac_in/handle/OUDL/5003,Raamachan'dra Tryan'baka Karpuura,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Bhakti Vijaya Erad'aneya Aavrxtti,202160_OU_Bhakti_Vijaya_Erad'aneya_Aavrxtti.pdf,21.81Mb,Publications,Kannada
Svaami Sachchidaanan'da Sarasvati,2010-08-10T11:03:14Z,2010-08-10T11:03:14Z,1949/00/00,http://oudl_osmania_ac_in/handle/OUDL/4896,Adhyaatma Prakaasha Kaaryalaya,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Prakarand-agal'u San'put'a 1,202023_OU_Prakarand-agal'u_San'put'a_1.pdf,34.93Mb,Publications,Kannada
Al'asin'garaachaarya Deivashikhaamand-i,2010-08-10T11:03:15Z,2010-08-10T11:03:15Z,1954/00/00,http://oudl_osmania_ac_in/handle/OUDL/4897,Anan'da Mudraakshhara,IN_COPYRIGHT,RELIGION;THEOLOGY,Muuru Paali Suutragal'u Vol I II,202026_OU_Muuru_Paali_Suutragal'u_Vol_I_II.pdf,32.05Mb,Publications,Kannada
Vijay Raaghavachaara Si Yan',2010-08-10T11:24:22Z,2010-08-10T11:24:22Z,1949/00/00,http://oudl_osmania_ac_in/handle/OUDL/5019,Si Yan'  Vijay Raaghavachaara,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Shrei Madrahasyatrayasaarei 16,202163_OU_Shrei_Madrahasyatrayasaarei_16.pdf,35.60Mb,Publications,Kannada
Iishvara Ke,2010-08-10T11:23:55Z,2010-08-10T11:23:55Z,1955/00/00,http://oudl_osmania_ac_in/handle/OUDL/4981,Janapada Saahitya Akaad'emi,IN_COPYRIGHT,SOCIAL SCIENCES,Jaanapada Kathana Giitegal'u 7,202172_OU_Jaanapada_Kathana_Giitegal'u_7.pdf,21.62Mb,Publications,Kannada
Vaasudeivaachaarya,2010-08-10T11:23:56Z,2010-08-10T11:23:56Z,1947/00/00,http://oudl_osmania_ac_in/handle/OUDL/4982,Chaamun'd'eishvarii Elekt'rik Pres,IN_COPYRIGHT,SOCIAL SCIENCES,Naaradiiya Mahaapuraand-a Bhaaga 5,202180_OU_Naaradiiya_Mahaapuraand-a_Bhaaga_5.pdf,34.38Mb,Publications,Kannada
Subrahmand-ya Shaasatrii Moot'agaanahal'l'i,2010-08-10T11:24:13Z,2010-08-10T11:24:13Z,1946/00/00,http://oudl_osmania_ac_in/handle/OUDL/5004,Moot'agaanahal'l'i Subrahmand-ya Shaasatrii,IN_COPYRIGHT,SOCIAL SCIENCES,Shrei Skaan'damahaapuraand-an' Vaishhnd-ava Khan'd'a 8 9,202152_OU_Shrei ... shhnd-ava_Khan'd'a_8_9.pdf,33.69Mb,Publications,Kannada
Narasin'hachaarya Raa,2010-08-10T11:23:57Z,2010-08-10T11:23:57Z,1924/00/00,http://oudl_osmania_ac_in/handle/OUDL/4983,Raa Narasin'hachaarya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY,Karnd-aat'aka Kavicharite,202217_OU_Karnd_aat'aka_Kavicharite.pdf,33.42Mb,Publications,Kannada
Shaamakrxshhnd-a,2010-08-10T10:08:07Z,2010-08-10T10:08:07Z,1932//,http://oudl_osmania_ac_in/handle/OUDL/4427,Shaamakrxshhnd-a,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Poost'amaastara 13,200329_OU_Poost'amaastara_13.pdf,1.174Mb,Publications,Kannada
Seitumaadhavaachaara Aaraa,2010-08-10T11:23:58Z,2010-08-10T11:23:58Z,1935/00/00,http://oudl_osmania_ac_in/handle/OUDL/4984,Aaraa Seitumaadhavaachaara,IN_COPYRIGHT,RELIGION;THEOLOGY,Shrei Madvaayu Mahaapuraand-an' San'chike 1,202192_OU_Shrei ... uraand-an'_San'chike_1.pdf,26.72Mb,Publications,Kannada
Shaasatrii Ven'kat'aramand-a,2010-08-10T11:23:59Z,2010-08-10T11:23:59Z,1945/00/00,http://oudl_osmania_ac_in/handle/OUDL/4985,Ven'kat'aramand-a Shaasatrii,IN_COPYRIGHT,SOCIAL SCIENCES,On'daneya Bhaaga,202185_OU_Shrei ... -an'_Dvitiiya_Khan'd'a.pdf,24.02Mb,Publications,Kannada
Sharmand-aa Pi Ven'kat'araav,2010-08-10T11:23:59Z,2010-08-10T11:23:59Z,1948/00/00,http://oudl_osmania_ac_in/handle/OUDL/4986,Pi Ven'kat'araav Sharmand-aa,IN_COPYRIGHT,RELIGION;THEOLOGY,Nyaasakhan'd'a,202207_OU_Nyaasakhan'd'a.pdf,9.259Mb,Publications,Kannada
