identifier,file,mediatype,collection,title,creator,publisher,language,description,contributor,date,subject[0],subject[1],subject[3],licenseurl,scanner,source
Raajyatrxshhnd-e-Grantha-1951,Raajyatrxshhnd-e-Grantha.pdf,texts,opensource,ರಾಜ್ಯತೃಷ್ಣೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Raajyatrxshhnd-e-Grantha,Digital Library of India,1951,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363389
Raakshhasana-Mudrike-1942,Raakshhasana-Mudrike.pdf,texts,opensource,ರಾಕ್ಷಸನ ಮುದ್ರಿಕೆ ೧೫,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Raakshhasana-Mudrike,Digital Library of India,1942,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364573
Raamaayand-an-Puurva-1936,Raamaayand-an-Puurva.pdf,texts,opensource,ರಾಮಾಯಣಂ ಪೂರ್ವ ಭಾಗ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Raamaayand-an-Puurva,Digital Library of India,1936,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362925
Raand-ii-Ajaang-ataa-1954,Raand-ii-Ajaang-ataa.pdf,texts,opensource,\tಪಯಣದ ಹಾದಿಯಲ್ಲಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Raand-ii-Ajaang-ataa,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364686
Raand-ii-Chaudhuraand-ii-1928,Raand-ii-Chaudhuraand-ii.pdf,texts,opensource,ರಾಣಿ ಚೌಧುರಾಣಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Raand-ii-Chaudhuraand-ii,Digital Library of India,1928,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362610
Raashhtra-Purushha-1947,Raashhtra-Purushha.pdf,texts,opensource,ರಾಷ್ಟ್ರಪುರುಷ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Raashhtra-Purushha,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364503
Rahasya-Sikhamani-1992,Rahasya-Sikhamani.pdf,texts,opensource,ರಹಸ್ಯ ಶಿಖಾಮಣಿ,ಎ. ಅನಂತ ನರಸಿಂಹಾಚಾರ್,ಯು.ಡಿ.ಎಲ್ ಟಿ.ಟಿ.ಡಿ ತಿರುಪತಿ,kan,Rahasya-Sikhamani,Digital Library of India,1992,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382261
Raitana-Prapancha-1939,Raitana-Prapancha.pdf,texts,opensource,ರೈತನ ಪ್ರಪಂಚ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Raitana-Prapancha,Digital Library of India,1939,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363637
Rakshhaashataka-Mattu-1952,Rakshhaashataka-Mattu.pdf,texts,opensource,ರಕ್ಷಾಶತಕ ಮತ್ತು ಪಂಪಾಶತಕ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Rakshhaashataka-Mattu,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363220
Raktaakshhi-29-1936,Raktaakshhi-29.pdf,texts,opensource,ರಕ್ತಾಕ್ಷಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Raktaakshhi-29,Digital Library of India,1936,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363159
Ramanara-Sannidhiyalli-1991,Ramanara-Sannidhiyalli.pdf,texts,opensource,ರಮಣರ ಸನ್ನಿಧಿಯಲ್ಲಿ,ಕೆ. ಎ. ನಾರಾಯಣನ್,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Ramanara-Sannidhiyalli,Digital Library of India,1991,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382262
Rangabhuumi-15-1941,Rangabhuumi-15.pdf,texts,opensource,ರಂಗಭೂಮಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Rangabhuumi-15,Digital Library of India,1941,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364598
Ranganaayaki-Maale-1953,Ranganaayaki-Maale.pdf,texts,opensource,ರಂಗನಾಯಕಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Ranganaayaki-Maale,Digital Library of India,1953,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364463
Rangavilaasini-1-1951,Rangavilaasini-1.pdf,texts,opensource,ರಂಗವಿಲಾಸಿನಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Rangavilaasini-1,Digital Library of India,1951,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364815
Rasaayanashaastaravu-Bhaaga-1947,Rasaayanashaastaravu-Bhaaga.pdf,texts,opensource,ರಸಾಯನಶಾಸ್ತ್ರವು ಭಾಗ ೨,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Rasaayanashaastaravu-Bhaaga,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363006
Ratna-Sinhaasana-1950,Ratna-Sinhaasana.pdf,texts,opensource,ರತ್ನ ಸಿಂಹಾಸನ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Ratna-Sinhaasana,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363339
Ratnagoola-1951,Ratnagoola.pdf,texts,opensource,ರತ್ನಗೋಳ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Ratnagoola,Digital Library of India,1951,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362720
Saadhu-Sadaashiva-1927,Saadhu-Sadaashiva.pdf,texts,opensource,ಸಾಧುಸದಾಶಿವಲೀಲೆ ೨,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Saadhu-Sadaashiva,Digital Library of India,1927,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362588
Saadhvii-Sakhuubhaayi-1947,Saadhvii-Sakhuubhaayi.pdf,texts,opensource,ಸಾಧ್ವಿ ಸಕ್ಕೂಬಾಯಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Saadhvii-Sakhuubhaayi,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363393
Saahitya-Mattu-1952,Saahitya-Mattu.pdf,texts,opensource,ಸಾಹಿತ್ಯ ಮತ್ತು ಯುಗಧರ್ಮ ಭಾಗ ೩,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Saahitya-Mattu,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362723
Saahityaanka-1950,Saahityaanka.pdf,texts,opensource,ಸಾಹಿತ್ಯಾಂಕ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Saahityaanka,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364654
Saamyavaadaveivike-1947,Saamyavaadaveivike.pdf,texts,opensource,ಸಾಮ್ಯವಾದವೇ ಏಕೆ ?,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Saamyavaadaveivike,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363642
Saavina-Samasye-1931,Saavina-Samasye.pdf,texts,opensource,ಸಾವಿನ ಸಮಸ್ಯೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Saavina-Samasye,Digital Library of India,1931,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364509
Sadaashiva-Suulnudi-1900,Sadaashiva-Suulnudi.pdf,texts,opensource,ಸದಾಶಿವ ಸೂಳ್ನುಡಿ,ಡಾ|| ಜ. ಚ. ನಿ.,ಜೆ. ಬಾಪಟ್,kan,Sadaashiva-Suulnudi,Digital Library of India,1900,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/325321
Sadguru-Prabhaava-1928,Sadguru-Prabhaava.pdf,texts,opensource,ಸದ್ಗುರು ಪ್ರಭಾವ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sadguru-Prabhaava,Digital Library of India,1928,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364462
Sakhiigiita-1-1940,Sakhiigiita-1.pdf,texts,opensource,ಸಖೀಗೀತ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sakhiigiita-1,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363372
Samaaja-Darshana-1949,Samaaja-Darshana.pdf,texts,opensource,ಸಮಾಜ ದರ್ಶನ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Samaaja-Darshana,Digital Library of India,1949,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363580
Samaaja-Vikaasakrama-1942,Samaaja-Vikaasakrama.pdf,texts,opensource,ಸಮಾಜ ವಿಕಾಸಕ್ರಮ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Samaaja-Vikaasakrama,Digital Library of India,1942,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363578
Samarpand-a-2-1951,Samarpand-a-2.pdf,texts,opensource,ಸಮರ್ಪಣ ೨,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Samarpand-a-2,Digital Library of India,1951,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363632
Samarpand-a-4-1953,Samarpand-a-4.pdf,texts,opensource,ಸಮರ್ಪಣ ೪,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Samarpand-a-4,Digital Library of India,1953,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363559
Samskrutha-Sahitya-1992,Samskrutha-Sahitya.pdf,texts,opensource,ಸಂಸೃತ ಸಾಹಿತ್ಯ ಚರಿತ್ರೆ,ಎಸ್. ಸಂಪತ್ ಐಯ್ಯಂಗಾರ್,ಯು.ಡಿ.ಎಲ್ ಟಿ.ಟಿ.ಡಿ ತಿರುಪತಿ,kan,Samskrutha-Sahitya,Digital Library of India,1992,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382266
Samudra-Giitagalu-1940,Samudra-Giitagalu.pdf,texts,opensource,ಸಮುದ್ರ ಗೀತಗಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Samudra-Giitagalu,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363088
Sandhyaakaala-2-1943,Sandhyaakaala-2.pdf,texts,opensource,ಸಂಖ್ಯೋದ್ಯಾನ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sandhyaakaala-2,Digital Library of India,1943,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364613
Sangiita-Boodhaaskandha-1954,Sangiita-Boodhaaskandha.pdf,texts,opensource,ಸಂಗೀತ ಭೋಧಾಸ್ಕಂಧ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sangiita-Boodhaaskandha,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363014
Sangiita-Preima-1927,Sangiita-Preima.pdf,texts,opensource,ಸಂಗೀತ ಪ್ರೇಮಲೀಲಾ ನಾಟಕ (೨ನೇ ಆವೃತ್ತಿ),ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sangiita-Preima,Digital Library of India,1927,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363532
Sangiita-Shaasatra-1954,Sangiita-Shaasatra.pdf,texts,opensource,ಸಂಗೀತಶಾಸ್ತ್ರ ಪ್ರವೇಶದಾಯಿನಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sangiita-Shaasatra,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363021
Sangiitaachaarya-Prathama-1937,Sangiitaachaarya-Prathama.pdf,texts,opensource,ಸಂಗೀತಾಚಾರ್ಯ ಭಾಗ ೧,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sangiitaachaarya-Prathama,Digital Library of India,1937,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363017
Sangraha-Bhaagavata-1950,Sangraha-Bhaagavata.pdf,texts,opensource,ಸಂಗ್ರಹ ಭಾಗವತ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sangraha-Bhaagavata,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363444
Sangraha-Raamaayand-a-1954,Sangraha-Raamaayand-a.pdf,texts,opensource,ಸಂಗ್ರಹ ರಾಮಾಯಣ ಬಾಲಕಾಂಡ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sangraha-Raamaayand-a,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363548
Sankhoodyaana-23-1949,Sankhoodyaana-23.pdf,texts,opensource,ಸಂಖೋದ್ಯಾನ,ಬಿ. ಸೀತಾರಾಮಶಾಸ್ತ್ರಿ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sankhoodyaana-23,Digital Library of India,1949,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364227
Sansaara-1934,Sansaara.pdf,texts,opensource,ಸಂಸಾರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sansaara,Digital Library of India,1934,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363551
Sansaara-Chitra-1934,Sansaara-Chitra.pdf,texts,opensource,ಸಂಸಾರ ಚಿತ್ರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sansaara-Chitra,Digital Library of India,1934,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364542
Sansaara-Sukha-1955,Sansaara-Sukha.pdf,texts,opensource,ಸಂಸಾರ ಸುಖ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sansaara-Sukha,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364519
Sansaariga-Kansa-1945,Sansaariga-Kansa.pdf,texts,opensource,ಸಂಸಾರಿಗ ಕಂಸ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sansaariga-Kansa,Digital Library of India,1945,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364459
Sansakrxta-Naataka-1937,Sansakrxta-Naataka.pdf,texts,opensource,ಸಂಸ್ಕೃತ ನಾಟಕ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Sansakrxta-Naataka,Digital Library of India,1937,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362576
Taal-Staayiyavara-1934,Taal-Staayiyavara.pdf,texts,opensource,ಟಾಲ್ ಸ್ಟಾಯ್ ಯವರ ಕಥೆಗಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Taal-Staayiyavara,Digital Library of India,1934,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364733
Taaliikattookkuuliinei-1941,Taaliikattookkuuliinei.pdf,texts,opensource,ತಾಳಿಕಟ್ಟೋಕ್ಕೂಲೀನೇ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Taaliikattookkuuliinei,Digital Library of India,1941,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363353
Taaratamyasaara-3-1940,Taaratamyasaara-3.pdf,texts,opensource,ತಾರತಮ್ಯಸಾರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Taaratamyasaara-3,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363205
Taavare-1930,Taavare.pdf,texts,opensource,ತಾವರೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Taavare,Digital Library of India,1930,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363467
Taayi-Bayake-1954,Taayi-Bayake.pdf,texts,opensource,ತಾಯಿ ಬಯಕೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Taayi-Bayake,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362799
Taayi-Makkalu-1955,Taayi-Makkalu.pdf,texts,opensource,ತಾಯಿ ಮಕ್ಕಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Taayi-Makkalu,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364741
Taayi-Satta-1955,Taayi-Satta.pdf,texts,opensource,ತಾಯಿ ಸತ್ತ ಮಗಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Taayi-Satta,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362706
Taayinaadu-1930,Taayinaadu.pdf,texts,opensource,ತಾಯಿನಾಡು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Taayinaadu,Digital Library of India,1930,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364722
Taliru-1930,Taliru.pdf,texts,opensource,ತಳಿರು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Taliru,Digital Library of India,1930,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362647
Tamila-Paathagalu-1952,Tamila-Paathagalu.pdf,texts,opensource,ತಮಿಳ ಪಾಠಗಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tamila-Paathagalu,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363437
Tantra-Sara-1958,Tantra-Sara.pdf,texts,opensource,ತಂತ್ರ ಸಾರ ಸಂಗ್ರಹ,ಬಿ. ಗೋವಿಂದಾಚಾರ್ಯ,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Tantra-Sara,Digital Library of India,1958,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382137
Tapoobala-1928,Tapoobala.pdf,texts,opensource,ತಪೋಬಲ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tapoobala,Digital Library of India,1928,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364616
