identifier,file,mediatype,collection,title,creator,publisher,language,description,contributor,date,subject[0],subject[1],subject[3],licenseurl,scanner,source
Baaluveya-Madilalli-1952,Baaluveya-Madilalli.pdf,texts,opensource,ಬಾಳುವೆಯ ಮಡಿಲಲ್ಲಿ ೨೪,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Baaluveya-Madilalli,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362631
Baand-a-Kaadanbarii-1926,Baand-a-Kaadanbarii.pdf,texts,opensource,ಬಾಣನ ಕಾದಂಬರೀ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Baand-a-Kaadanbarii,Digital Library of India,1926,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364830
Baanu-Belagitu-1952,Baanu-Belagitu.pdf,texts,opensource,ಬಾನು ಬೆಳಗಿತು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Baanu-Belagitu,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362658
Baasiga-1940,Baasiga.pdf,texts,opensource,ಬಾಸಿಗ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Baasiga,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363070
Baasingabala-Grantha-1951,Baasingabala-Grantha.pdf,texts,opensource,ಬಾಸಿಂಗ ಬಲ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Baasingabala-Grantha,Digital Library of India,1951,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362730
Badatanada-Baalu-1932,Badatanada-Baalu.pdf,texts,opensource,ಬಡತನದ ಬಾಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Badatanada-Baalu,Digital Library of India,1932,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364593
Badavara-Vaidya-1981,Badavara-Vaidya.pdf,texts,opensource,ಬಡವರ ವೈದ್ಯ,ಎಂ. ಗೋಪಾಲ ಕೃಷ್ಣ ರಾವ್,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Badavara-Vaidya,Digital Library of India,1981,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382001
Badukina-Suliyalli-1953,Badukina-Suliyalli.pdf,texts,opensource,ಬದುಕಿನ ಸುಳಿಯಲ್ಲಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Badukina-Suliyalli,Digital Library of India,1953,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364673
Bahadduur-Ganda-1947,Bahadduur-Ganda.pdf,texts,opensource,ಬಹದ್ದೂರ್ ಗಂಡ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bahadduur-Ganda,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363366
Bahishhkaara-1929,Bahishhkaara.pdf,texts,opensource,ಬಹಿಷ್ಕಾರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bahishhkaara,Digital Library of India,1929,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363363
Bahumaana-Padeda-1949,Bahumaana-Padeda.pdf,texts,opensource,ಬಹುಮಾನ ಪಡೆದ ಬರಹಗಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bahumaana-Padeda,Digital Library of India,1949,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363176
Baktha-Purandaradasaru-1986,Baktha-Purandaradasaru.pdf,texts,opensource,ಭಕ್ತ ಪುರಂದರದಾಸರು,ಕೆ. ಅಪ್ಪಣ್ಣಾಚಾರ್ಯ,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Baktha-Purandaradasaru,Digital Library of India,1986,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/381928
Baladu-1932,Baladu.pdf,texts,opensource,ಬಾಳದು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Baladu,Digital Library of India,1932,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362967
Balasanchu-1944,Balasanchu.pdf,texts,opensource,ಒಳಸಂಚು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Balasanchu,Digital Library of India,1944,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364501
Balavina-Sankali-1955,Balavina-Sankali.pdf,texts,opensource,ಒಲವಿನ ಸಂಕೋಲೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Balavina-Sankali,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362641
Baleya-Biisidaru-1954,Baleya-Biisidaru.pdf,texts,opensource,ಬಲೆಯ ಬೀಸಿದರು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Baleya-Biisidaru,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364647
Ballaariya-Belagu-1948,Ballaariya-Belagu.pdf,texts,opensource,ಬಳ್ಳಾರಿಯ ಬೆಳಗು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Ballaariya-Belagu,Digital Library of India,1948,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363239
Band-nd-ada-Baduku-1953,Band-nd-ada-Baduku.pdf,texts,opensource,ಬಣ್ಣದ ಬದುಕು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Band-nd-ada-Baduku,Digital Library of India,1953,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364719
Bandei-Bandu-1955,Bandei-Bandu.pdf,texts,opensource,ಒಂದೇ ಒಂದು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bandei-Bandu,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364480
Bandhupreima-1924,Bandhupreima.pdf,texts,opensource,ಬಂಧುಪ್ರೇಮ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bandhupreima,Digital Library of India,1924,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362628
Bangaarada-Jinkeya-1954,Bangaarada-Jinkeya.pdf,texts,opensource,ಬಂಗಾರದ ಜಿಂಕೆಯ ಹಿಂದೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bangaarada-Jinkeya,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364464
Basavaraajadeivara-Ragale-1938,Basavaraajadeivara-Ragale.pdf,texts,opensource,ಬಸವರಾಜದೇವರ ರಗಳೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Basavaraajadeivara-Ragale,Digital Library of India,1938,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362969
Battada-Tuura-1953,Battada-Tuura.pdf,texts,opensource,ಬತ್ತದ ತೊರೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Battada-Tuura,Digital Library of India,1953,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362725
Bedagina-Vachanagalu-1900,Bedagina-Vachanagalu.pdf,texts,opensource,ಬೆಡಗಿನ ವಚನಗಳು,ಎನ್. ಜೀವನ,ಜೆ. ಬಾಪಟ್,kan,Bedagina-Vachanagalu,Digital Library of India,1900,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363786
Belagu-3-1937,Belagu-3.pdf,texts,opensource,ಬೆಳಗು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Belagu-3,Digital Library of India,1937,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364763
Belaku-1938-1938,Belaku-1938.pdf,texts,opensource,ಬೆಳಕು ೧೯೩೮,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Belaku-1938,Digital Library of India,1938,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362914
Bengaluurigondu-Takiitu-1955,Bengaluurigondu-Takiitu.pdf,texts,opensource,ಬೆಂಗಳೂರಿಗೊಂದು ಟಿಕೀಟು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bengaluurigondu-Takiitu,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364448
Bennahattida-Beitaala-1931,Bennahattida-Beitaala.pdf,texts,opensource,ಬೆನ್ನುಹತ್ತಿದ ಬೇತಾಳ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bennahattida-Beitaala,Digital Library of India,1931,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364576
Bhaagyala-Maduve-1955,Bhaagyala-Maduve.pdf,texts,opensource,ಭಾಗ್ಯಳ ಮದುವೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bhaagyala-Maduve,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362704
Bhaagyalaqs-mi-1942,Bhaagyalaqs-mi.pdf,texts,opensource,ಭಾಗ್ಯಲಕ್ಷ್ಮಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bhaagyalaqs-mi,Digital Library of India,1942,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362681
Bhaagyaratna-1900,Bhaagyaratna.pdf,texts,opensource,ಭಾಗ್ಯರತ್ನ,ನೀಲಮ್ಮ ಶಾಂತಗಿರಿ,ಜೆ. ಬಾಪಟ್,kan,Bhaagyaratna,Digital Library of India,1900,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/325312
Bhaamini-1931,Bhaamini.pdf,texts,opensource,ಭಾಮಿನಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bhaamini,Digital Library of India,1931,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362818
Bhaarata-Darshana-1947,Bhaarata-Darshana.pdf,texts,opensource,ಭಾರತ ದರ್ಶನ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bhaarata-Darshana,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364725
Bhaarata-Jnj-aana-1900,Bhaarata-Jnj-aana.pdf,texts,opensource,ಭಾರತೀಯ ಜ್ಞಾನ ವಿಜ್ಞಾನ ಸಮಿತಿ ಧ್ಯೇಯಗಳು ಸಾಧನೆಗಳು ಗುರಿಗಳು ಮತ್ತು ಕನಸುಗಳು,ಭಾರತ,ಜೆ. ಬಾಪಟ್,kan,Bhaarata-Jnj-aana,Digital Library of India,1900,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/325332
Bhaarata-Shakti-1943,Bhaarata-Shakti.pdf,texts,opensource,ಭಾರತ ಶಕ್ತಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bhaarata-Shakti,Digital Library of India,1943,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364604
Bhaarata-Viira-1948,Bhaarata-Viira.pdf,texts,opensource,ಭಾರತ ವೀರ ಮತ್ತು ಶಿವನ ಸೋಲು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Bhaarata-Viira,Digital Library of India,1948,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362621
Chaalsaar-Daarvin-1945,Chaalsaar-Daarvin.pdf,texts,opensource,ಚಾರ್ಲ್ಸ್ ಡಾರ್ವಿನ್ ಜೀವನ ಚರಿತ್ರೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chaalsaar-Daarvin,Digital Library of India,1945,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364044
Chaalukyara-Abhyudaya-1935,Chaalukyara-Abhyudaya.pdf,texts,opensource,ಚಾಲುಕ್ಯರ ಅಭ್ಯುದಯ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chaalukyara-Abhyudaya,Digital Library of India,1935,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362599
Chaalukyara-Vaibhava-1946,Chaalukyara-Vaibhava.pdf,texts,opensource,ಚಾಲುಕ್ಯರ ವೈಭವ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chaalukyara-Vaibhava,Digital Library of India,1946,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364689
Chaand-akyatantra-1939,Chaand-akyatantra.pdf,texts,opensource,ಚಾಣಕ್ಯತಂತ್ರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chaand-akyatantra,Digital Library of India,1939,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362775
Chadure-1937,Chadure.pdf,texts,opensource,ಚದುರೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chadure,Digital Library of India,1937,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362566
Chaityaalaya-1952,Chaityaalaya.pdf,texts,opensource,ಚೈತ್ಯಾಲಯ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chaityaalaya,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363247
Chaloo-Dilli-1946,Chaloo-Dilli.pdf,texts,opensource,ಚಲೋ ದಿಲ್ಲಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chaloo-Dilli,Digital Library of India,1946,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362722
Chanchala-1947,Chanchala.pdf,texts,opensource,ಚಂಚಲಾ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chanchala,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364803
Chandana-Saaqs-i-1936,Chandana-Saaqs-i.pdf,texts,opensource,ಚಂದನ ಸಾಕ್ಷಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chandana-Saaqs-i,Digital Library of India,1936,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364748
Chandanada-Gonbe-1954,Chandanada-Gonbe.pdf,texts,opensource,ಚಂದನದ ಗೊಂಬೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chandanada-Gonbe,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363261
Chandragupta-Vijaya-1947,Chandragupta-Vijaya.pdf,texts,opensource,ಚಂದ್ರಗುಪ್ತ ವಿಜಯ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chandragupta-Vijaya,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362794
Chandrahaara-7-1955,Chandrahaara-7.pdf,texts,opensource,ಚಂದ್ರಹಾರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chandrahaara-7,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362583
Chandrahaasa-1929,Chandrahaasa.pdf,texts,opensource,ಚಂದ್ರಹಾಸ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chandrahaasa,Digital Library of India,1929,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363500
Chandrakaanta-1943,Chandrakaanta.pdf,texts,opensource,ಚಂದ್ರಕಾಂತ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chandrakaanta,Digital Library of India,1943,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364823
Chandramanchake-Baa-1954,Chandramanchake-Baa.pdf,texts,opensource,ಚಂದ್ರಮಂಚಕೆ ಬಾ ಚಕೋರಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chandramanchake-Baa,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363064
Chandranaatha-1944,Chandranaatha.pdf,texts,opensource,ಚಂದ್ರನಾಥ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chandranaatha,Digital Library of India,1944,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364714
Chandrika-1985,Chandrika.pdf,texts,opensource,ಚಂದ್ರಿಕ,ಭಾರತಿ ರಮಣಾಚಾರಿ,ಶ್ರೀ ವೆಂಕಟೇಶ್ವರ ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ ಟಿಟಿಡಿ ತಿರುಪತಿ,kan,Chandrika,Digital Library of India,1985,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382204
Chandrike-9-1954,Chandrike-9.pdf,texts,opensource,ಚಂದ್ರಿಕೆ ೯,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Chandrike-9,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362562
Charaka-Chandrike-1930,Charaka-Chandrike.pdf,texts,opensource,ಚರಕ ಚಂದ್ರಿಕೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Charaka-Chandrike,Digital Library of India,1930,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362870
